corpus_id,score,decile,date,source,article,is-thematically-relevant,has-event,has-named-location,has-space-type,event-mentioned,location-mentioned,space-mentioned,notes
269088,0.610707045,10,1845-12-27,star,"Mr. Donovan: If a repeal of the Corn Laws, in Yorkshire and Lancashire, were placed against the Charter, he feared it would be carried; but if they combined the Ten Hours' Bill with the Charter, they could, in all places, defeat the League. He should vote for the resolution, as it did not debar them, under circumstances, from opposing the League. He thought it best not to attend their meetings. If 100,000 Chartists were at a meeting, and only 500 Corn Law repealers, and the 500 held up their hands, and the Chartists did not, the whole meeting would be taken for Corn Law repealers. Let them pass another substantive resolution, stating that Chartists should not attend their meetings.  Mr. Webb agreed with Mr. Donovan.  Mr. McGrath was proud to see the unanimity that prevailed. With respect to the threatened scrutiny he thought the opening of the ports a matter of absolute necessity. He would sign a petition to that effect to-morrow. He would to God that the Corn Laws were erased from the statute book; their repeal would prove the truth of Chartist predictions. He thought it unwise to attend any of the Anti-Corn Law meetings.  The resolution was then carried unanimously.  Mr. O'Connor then read the fifth resolution, and showed that it would give confidence to the Chartist party.",TRUE,TRUE,FALSE,FALSE,meeting,,,Chartist movement vs Anti Corn Law League infighting
784077,0.642885625,10,1847-03-06,star,"Sir J. Graham had listened with much pleasure to the speech of the hon. member for Salford, the more so as he was not till then aware that, as a factory operative, he had administered with his own hands to his own wants. ( Hear. ) That circumstance reflected great honour upon the hon. gentleman, and it afforded him (Sir J. Graham) not a little gratification to sit in that house with him on terms of perfect equality—(hear, hear)—for the speech of the hon. gentleman was of itself the most convincing proof that from the humblest classes of the community gentlemen might rise to stations of the highest importance and influence by the exercise of honest industry and unblemished integrity—(hear)—but the course of life to which the hon. gentleman owed his success had been compatible with long hours of labour; and he was himself a proof that, by careful employment of time in that branch of industry they were now discussing, the most useful and honourable acquisitions were compatible with long hours of labour. The right hon. gentleman then spoke at great length in opposition to the bill. Its operations would be to curtail the number of hours per day for which machinery would run. It would also throw a great deal of the older machinery out of employment. That machinery could only compete with such as was of more recent construction by running for twelve hours a day. If they limited its working to ten hours a day, such legislation would be tantamount to the destruction of valuable property, now yielding to its owners the fruits of capital and industry, by Act of Parliament. Sir C. Grey admitted that the passing of the bill would lead to a diminution of wages. What would be the condition of the operatives in the North, with their wages materially reduced! Such was the nature of trade, that, under the most favourable circumstances, oscillation must",TRUE,FALSE,FALSE,FALSE,,,,"describing some sort of meeting/hearing, but it is not explicitly named. Raises the question of whether an article is valuable if it narrates what transpired instead of a more zoom-ed out what-happened-where recount."
207917,0.641315222,10,1841-10-02,star,"HUDDERSFIELD.—Mr. Chas. Conor lectured here on Tuesday evening, and gave a cheering account of the glorious reception of the patriots in Manchester, and the defeat of the machinations of the “plague” and its minion:  GLASGOW.—A lecture was delivered in St. Ann’s Church, by Mr. Hamilton, of Stonehouse, on the evils of intemperance, and the propriety of all professing Chartists abstaining from the use of intoxicating drinks.  Gorbals.—A meeting of the inhabitants was held in their own Hall, when Mr. Currie delivered a lecture on the state of parties.  THE GLASGOW SOIREE COMMITTEE had a meeting in the L. U. S. Hall, College Open, when they entered into further arrangements for that important affair. It was also stated that the Committee had sold all the tickets which they could possibly dispose of.  THE DEMONSTRATION COMMITTEE assembled in the same place on Thursday evening week. The Steam Boat Committee reported that 12s. was the price of the boat. It was then agreed to call a public meeting in St. Ann’s Church, for the purpose of ‘aying before the Chartists of Glasgow their proceedings, and asking their permission to invite Sharm. Crawford and Patrick O’Higgins, Esqrs. to the O’Conor Display in Glasgow.",TRUE,TRUE,TRUE,TRUE,lecture; meeting; meeting; assembly; public meeting,church; hall; hall; hall; church,"St Ann's Church; unnamed hall; L.U.S. Hall, College Open; L.U.S. Hall, College Open; St Ann's Church",example of multiple causes/events/spaces/locations happening in one article. Note: the glasgow soiree might be affiliated with the Glasgow Emancipation Society (anti-slavery) 
876329,0.613002598,10,1843-11-04,star,"Sometimes a commission is used apparently for one object, but really for another. In that case, the evidence that supports the object apparently intended is buried, while that which supports the real intention is published.  Such was the case with the late commission issued to inquire into the grievances of the hand-loom weavers.  In that inquiry, the apparent object was the relief of the hand-loom weavers, by protecting their labour; but the real design was to make out a case in favour of the extension of our foreign commerce by the system of free trade.  On that inquiry Mr. Muggins, the Assistant Commissioner, came to Huddersfield. He there found that Mr. Stocks and myself enjoyed the confidence of the hand-loom weavers.  He examined me publicly, and afterwards told me that I had given very important evidence; but that in consequence of the then excited state of the population, there were certain questions that he had refrained from asking me."" He added, ""If you would not object to a private examination, I should be glad to have your opinion on those subjects."" I agreed, on the express condition that he would furnish me with a printed copy of my examination. He promised to do so.  It was also agreed to by him, that ""if my evidence was not published in the report of the Commissioners, I should be at liberty to publish it.""  On these express conditions I submitted to a private examination that extended through several days. When we parted, Mr. Muggins expressed himself as ""thankful for the valuable communication,"" and promised to send me a correct copy of the whole in four or five days.  I applied many times for the promised copy, and was assured that I should have it."" At last Mr. Muggins candidly told me ""he should not be able to furnish it, having considered my evi-",FALSE,FALSE,FALSE,FALSE,,,,
153261,0.652316451,10,1850-08-17,star,"Listen to no rubbish. Give ear to no dissension, offer no antagonism to those who advocate the six points of the PEOPLE'S CHARTER: put no drag-chain upon the popular wagon. Contend for the Charter, and when you get it you will have achieved the means of elevating your position. Contending for more than the Charter is putting the cart before the horse—it creates enemies for you, and justifies antagonism; whereas, will any man, the most sagacious, point out one single benefit to which your order is entitled, that the Charter would not confer upon you, while the hostility and antagonism of your own order enables your oppressors to withhold it.  Some men who cater for popularity tell you that they are Chartists and SOMETHING MORE. Now, will you, or can they tell me, what the SOMETHING MORE means? My meaning of the Charter is this: that it would allow every man, full and ample wages for free labour by the proper cultivation of the national resources of the country. That it would make you independent of all other states who now supply you with food at a mere WEATHERCOCK price. The thinning of the artificial labour market would raise the wages of all who did not even wish to look upon the land. The surplus population would then be removed to the land, and the artificial labourer would not have such competition to contend against. But do not expect that a man can do a nation's work; and therefore hug you chains so long as your slavery depends upon your own disunion.  Working men, in order to prove to you that the censure of slaves is adulation, and that I rather rejoice in the reviling of rascals, allow me to furnish you with the following note, which I did not receive till my return from Paris, or it should have",TRUE,FALSE,FALSE,FALSE,,,,call to action
230623,0.756817639,10,1847-06-05,star,"Moved by G. Webber, seconded by H. Sutcliffe, That this meeting is of opinion that now is the time in the present crisis of affairs, when distress and poverty is stalking through the land, to get up an agitation for the enfranchisement of the masses, which shall speak to our oppressors in language thundertoned, and force them to yield to fear, what they have so long denied to justice.  Metropolitan Committee.—This committee met at the Assembly-rooms, 83, Dean-street, Soho, on Tuesday evening June 1st, Mr Jeremiah Caughlin, in the chair. Mr Stallwood on behalf of the subcommittee reported the progress of the arrangements for the Metropolitan Anti-New Poor Law Demonstration, to be held at the Crown and Anchor Tavern on Tuesday next, June 8th, and stated that Mr W. B. Ferrand, R. Oastler, and several others, had already communicated their intention to be present,— the resolution, petition, &c., was then agreed on, and from the spirit displayed by the several committee-men, a crowded demonstration may be fairly an ticipated on the occasion. Several returns of tickets sold for the late benefit at the Pavilion Theatre were made. All persons having tickets or money are requested to make an immediate return to the secretary, Mr Tapp. The appeal from the South London Chartist Hall was then taken into consideration, and a resolution was unanimously passed to the effect:—“That we procure lecturers and render every support in our power.” The committee adjourned until Monday next, June 7th, at eight o'clock.",TRUE,TRUE,TRUE,TRUE,meeting; demonstration,"Assembly-rooms, 83, Dean-street, Soho; Crown and Anchor Tavern",assembly room in Soho; tavern,example of multiple events: one that the article is directly talking about + one in the near future
287501,0.611010909,10,1841-12-04,star,"LEEDS.—MASONS' STRIKE COMMITTEE.—This committee met, according to adjournment, on Friday evening. The minutes of the last meeting were read and confirmed. The secretary announced that he had received a parcel of circulars from London, which were directed to be made as good use of as circumstances would permit. A delegate from the plasterers attended, and was added to the committee. Much important business was done, and it was requested that the secretary should correspond with the various Charter Associations in the out-town ships, soliciting their aid in getting up public meetings in favour of the masons. The Chairman stated that the subject of Trades' Unions should occupy more of his attention than it had hitherto done, and solicited any of the members to furnish him with information on that subject. It was resolved that the committee should meet on Friday nights, at seven o'clock, until further notice. The committee sit every Saturday evening, in the Association Room, Shambles, to receive subscriptions in aid of the strike.",TRUE,TRUE,TRUE,TRUE,meeting; fundraising,"unnamed location; Association Room, Shambles",unnamed space; room,double event
424499,0.62733829,10,1848-06-10,star,". Carried.—Mr Dickenson proposed:—'That every motion for discussion by the delegate meeting have at least one month's notice.' Seconded by Joseph Simpson.—Mr Radley proposed:—'That the constitution of this motion stand over until the next delegate meeting.' The motion was carried unanimously.—Mr Dickenson moved, and Mr Wightman seconded:—'That every delegate be furnished with credentials from his locality to district meetings.' Carried.—Mr Watson stated that his locality had not as yet acted upon the new system of organisation, but that his constituents were of opinion that some of the members of the Provisional Executive should be removed, and others, more fit for the situation, be appointed in their stead.—Mr Simpson observed that his locality intended to adhere to the present district.—Mr Wightman said, his locality had held an out-door meeting, and had agreed to support the present Executive and Commi-sioners.—Mr Dickenson moved, 'That every member of the district pay one penny monthly towards the expenses of the district.'—Seconded by Mr Simpson and carried unani-mously.—It was moved by Mr Dickenson and seconded by Mr Watson, 'That the district treasurer pay no money from the district fund without the previous consent of a delegate meeting.' Agreed to.—A discussion arose as to the propriety of holding great aggregate meetings, when Mr Wightman proposed and Mr Dickenson seconded, 'That meetings be held in each of the localities on Whit Monday, for the purpose of giving the lie to his 'little' lordship, John Russell, that the working classes of this country did not require any reform in their institutions.—Messrs Simpson and Watson spoke in favour of local gatherings— Unanimo usly agreed to.—Mr Watson moved and Mr Dickenson seconded",TRUE,TRUE,FALSE,FALSE,meeting/gathering,,,prospective plans
124546,0.66203922,10,1842-07-02,star,"inscribed in glaring characters. Mr. Southworth, on the motion of Mr. Beesley, was called to the chair, and the following resolution was proposed in a brief speech by Mr. Holland, seconded by Mr. Beesley, ably supported at some length by Mr. O'Connor, and carried unimously:—  "" That it is the opinion of this meeting, after years of painful experience that the deep distress we have from time to time suffered, and which now prevails to a most alarming extent, is clearly traceable, and entirely attributable to class legislation; and that nothing but the People's Charter will destroy it. We therefore solemnly pledge ourselves to use every legal and constitutional means in our power to cause it to become law; and while we thus pledge ourselves to act legally and constitutionally, it shall also be firmly and determinedly; being fully convinced that nothing less than an entire change in the representative system of the country will destroy the evils that now exist in society.""  An address was then presented to Mr. O'Connor by Mr. Holland, on behalf of the members of the National Charter Association, resident in Burnley, of which the following is a copy:—  The Members of the National Charter Association resident in Burnley, to Feargus O'Connor, Esq.",TRUE,TRUE,FALSE,FALSE,speech/address,,,"mid-article narration of events, so location/space are out of bounds"
261982,0.616431415,10,1842-12-24,star,"On Friday evening, a public meeting, according to announcement, convened by requisition of sixty-six householders, voters, and ratepayers, was held at the Brewers' Arms, Church-street, for the purpose of electing delegates to the ensuing Conference. It having been announced that Mr. Clancy, of Dublin, Mr. Kuffy Ridley, and other gentlemen would attend, the meeting was a bumper, and the factious spirits of Sturgite-ism and Repealers were on the qui vive for some days previously, to raise their puny voices against the glorious principles of Chartism. About seven o'clock, the spacious room was densely full, and in a few minutes the platform was ascended by Mr. Fiest, Mr. Flowers, Mr. Allen, Mr. Fiarman, and a host of the good and true, accompanied by Mr. Ridley, and Mr. Clancy, amidst the vociferous cheers of their welcoming friends. Mr. Flowers was unanimously elected to the chair, who, in his usual mild and sensible manner, explained the object of the meeting, and concluded by stating that as they were aware that there were some gentlemen present who had come some distance, for the purpose of addressing them, he trusted they would give a fair and impartial hearing to every one. He then introduced Mr. Clancy to the meeting, who addressed it at some length, and was followed by Mr. Ridley, amidst much interruption from the Re-pealers, who have recently formed a collision with the Sturgite party of this town. Mr. Cole rose and proposed a resolution which set the meeting in roars of laughter at the sublime specimen of the ""intellectuals."" It was to the effect ""That this meeting confirm the appointment at a late meeting held in this town of two delegates, who were proposed as delegates to represent the county of",TRUE,TRUE,TRUE,TRUE,public meeting,"Brewers' Arms, Church-street",pub ,
