corpus_id,score,decile,date,source,article,is-thematically-relevant,has-event,has-named-location,has-space-type,event-mentioned,location-mentioned,space-mentioned,notes
28781,0.571698964,10,1842-03-12,star,"will be the ruin of the middle classes, and, if not directed to universal, instead of class purposes, must ultimately, and that speedily, throw all the producing power into the hands of a few of the most wealthy and successful gamblers.  ""I am, my friends, ""Your faithful servant, ""FRAGUS O'CONNOR.  ""Hammersmith, March 2nd, 1842.""  TO THE EDITOR OF THE NORTHERN STAR.  SIR.—In reference to the statements which appeared under the heading ""Dumfries"" in your last paper, we have to mention that they are essentially false. We have not left the Chartist body, far less have we been seduced, or bought up, by the Anti-Corn Law League.  We are sorry that the gratification, of personal dislike, rather than the spirit of patriotism, or the dictates of charity, should have prompted your correspondent when he penned the paragraph referred to. He has not given his name! Have you, been acting wisely in thus allowing three individuals to be assailed, in your pages, by a cowardly assailant, who dare not show his face!",TRUE,FALSE,FALSE,FALSE,,,,
316046,0.61986351,10,1842-03-12,star,"Gardiner Boggs, William Taylor, and William Shand, Great Winchester-street, merchants, to surrender March 15, April 15, at eleven o'clock, at the Bankrupts' Court: solicitors Messrs. Simpson and Cobb, Austin-friars; official assignee, Mr. Pennell, Basinghall-street.  Samuel Fox Stephens, Old Broad-street, bill-broker, March 11, at half-past eleven o'clock, April 15, at twelve, at the Bankrupts' Court: solicitor, Mr. Cox, Pinner's-hall, Old Broad-street; official assignee, Mr. Belcher.  William Nathan Hunt, Watling-street, stationer, March 14, at two o'clock, April 15, at eleven, at the Bankrupts' Court: solicitor, Mr. Wooller, Bucklersbury; official assignee, Mr. Graham, Basinghall-street.  Richard Walrond Forge, Billingsgate, Lower Thames-street, fish salesman, March 11, at one o'clock, April 15, at eleven, at the Bankrupts' Court: solicitor, Mr. Cox, Sise-lane; official assignee, Mr. Johnson, Basinghall-street.  James Nixon, Great Portland-street, Oxford-street, upholsterer, March 19, at twelve o'clock, April 15, at eleven, at the Bankrupts' Court: solicitor, Mr. Tate, Basinghall-street; official assignee, Mr. Edwards, Frederick's-place, Old Jewry.  John Wright, Birmingham, cabinet-maker, March 18, at two o'clock, April 15, at twelve, at the Water-loo-rooms, Birmingham: solicitor, Mr. Whitehouse, Chancery-lane.  John Orritcheley, Liverpool, bricklayer, March",FALSE,FALSE,FALSE,FALSE,,,,
555833,0.611141086,10,1840-12-05,star,"From our second edition of last week, our friends will have learned the result of Mr. SHARMAN CRAWFORD'S visit to Rochdale, the borough which has distinguished itself by his adoption. It will be in the recollection of our readers that in commenting upon a Reform Association lately established at Belfast, and in the establishment of which Mr. CRAWFORD took a conspicuous part, we dealt, as we thought, fairly and justly with the sentiments attributed to him by the Morning Chronicle, as expressed at the meeting, not supposing that even a Whig journal would dare so completely to misrepresent a speaker most easily followed and reported. We were mistaken, however, as it appears from Mr. CRAWFORD'S word, which we believe in preference to the Chronicle.  In our comment we gave the speech as we stated, at full length. Taking the speech, as reported in the Chronicle, as a whole, we denounced it in no very measured terms, and we are free to confess that our denunciation was the stronger in consequence, not of our dislike of, but in consequence of our regard for, and consequent disappointment in, Mr. CRAWFORD. Mr. CRAWFORD has, however, selected for observation and contradiction, the very passages in his speech, as reported in the",FALSE,FALSE,FALSE,FALSE,,,,
214268,0.615652561,10,1847-03-20,star,"Messrs CLARK and DORLE will visit the following places during the ensuing week: Buckfastleigh, Totnes, Torquay, Newton Abbot, and Teignmouth. Brixham.—Members of the petition committee who did not attend on Sunday last, and other persons holding petition sheets, are requested to attend on Sunday evening, March 21st. Business of the utmost importance will be laid before the meeting. Bradford.—The members will meet in their room, Butterworth-buildings, on Sunday, at two o'clock. Four shillings were collected for Daddy Richards.  BETNAL GREEN.—On Sunday evening Mr Lytle will lecture at the Railway Engine Coffee-house, 122, Brick-lane, at eight o'clock.  DR McDOUGALL'S ROUTE.—Monday, March 22, Newcastle-upon-Tyne, in the Guildhall, Sandhill, at seven o'clock in the evening, for the adoption of the National Petition; Tuesday, March 23, Britley, Durham; Wednesday, March 24, Blyth, Northumberl and.  DISTRESS IN IRELAND.—A public meeting will be held at the City Lecture Theatre, Minton-street, on Wednesday evening, March 24th. T. S. Duncombe, Esq., M.P., will take the chair.",TRUE,TRUE,TRUE,TRUE,meeting; lecture; public meeting,"Butterworth buildings, Bradford; Railway Engine Coffee-house, 122 Brick Lane, Bethnal Green; City Lecture Theatre, Minton Street","Room, coffee house, lecture theatre",
655481,0.629690111,10,1842-05-28,star,"Mr. LUXNEY then rose and said—Mr. Chairman and Men of Shropshire, I say you have proved, in the numbers which we now behold, that you have made up your minds to demand justice—(hear, hear)—I say you have informed the banner of Chartism, and be hanged if they would plant it there where they stood, and never cease until the Charter of their and their children's liberties became the law of the land—(hear, hear.) We have struggled long, and suffered much for our principles; but who could now say that we had not gained much—nay, everything our hopes could anticipate in the time we had already devoted to free our country?—(hear, hear.) He (Mr. L.) had witnessed the distress of the weavers of Lancashire; there, their children were in rags, and perishing for the want of food. Now, could a father look on such a sight without feeling indignation at the wrongs his family were suffering from unjust government: that distress was now becoming universal. What was to be done? Were the people to be doomed to this for ever? He (Mr. L.) would say, without hesitation, that if something was not soon done, the most lamentable consequences might be feared; and yet, said he (Mr. L.), when the people pray to the law-makers that this state of things should be put an end to, the Government talk of their (the people's) ""exemplary patience."" But it cannot be endured, and he hoped the men of that county would, from that day forward, swear before high Heaven never to rest satisfied until poverty was banished from the land—(hear, hear, and clapping of hands.) We (said Mr. L.) will tell Sir R. Peel that if he",TRUE,FALSE,FALSE,FALSE,,,,
55457,0.757438898,10,1841-08-21,star,"FRIENDS AND FELLOW COUNTRYMEN,—Assembled to take measures necessary for the reception of the patriots who, about to emerge from tyranny's cells, have proved, by their unflinching devotion to the people's cause, how vain have been the efforts to crush them by torture and the chain, we briefly address you upon the topics that have engaged our attention. Some misunderstanding appears to have existed in the minds of our Oldham friends as to the objects of our meeting. We met not to thwart the Executive Council, but to assist that talented and patriotic body. In the report of our proceedings this day, it will be seen that while we have respectfully suggested certain things to the Executive, we have ordered nothing it may be their duty to command.  Again, we must set the men of Oldham right with respect to “county demonstrations.” Nothing of the sort was contemplated by those who suggested the meeting, and called the delegates together; nothing of the sort has been proposed by us. The preservation of harmony and unity in the ranks of our party has been the object of our meeting; we trust our exertions will not prove fruitless.  It will be seen that the first of a series of popular demonstrations, or meetings, is arranged to be held at",TRUE,FALSE,FALSE,FALSE,,,,
116954,0.621481776,10,1840-12-05,star,"Majority for the Tory ... ... ... ... 79  THE WEST END FRIENDS, Cheltenham, subscribe 10s. for the support of the wives and families of the imprisoned Chartists, hoping many others will follow our example, and that the glorious work begun will ere long terminate in a total defeat of tyranny and oppression, and that liberty may echo through every Chartist cell, and that Frost, Williams, and Jones, may be speedily returned to their native land.",TRUE,FALSE,FALSE,FALSE,,,,
301784,0.571066082,10,1841-08-21,star,"Campbell then addressed the court in his defence. He went, he said, about seven o'clock, and found Mr. Smith addressing an audience. He remained a quiet spectator and listener for about twenty minutes; but, as Mr. Smith, during his address, stated something which he (Campbell) considered it his duty to the public and himself to reply to, he began to speak; and the audience increased and continued to increase, but they were a quiet and orderly audience. Mr. Neale came, and asked to be allowed to speak to the meeting; but he (Campbell) told him he would finish first. Mr. Neale—Then it was purely accidental your being there. Campbell said, not at all; he had been there for several Sundays to stand the torrent of abuse; there were a number of people went there under the name of Christians; they usually vilified socialism, and he, as an agent of that body, wished the public to be guarded against them. Mr. Neale came, as he had stated; he did not say that he was in authority, and be smelt strong of drink. He (Campbell) left the place some yards; and then his friends asked him if he were going away, allowing this man (Smith) to vilify him in his absence. He returned, and found Mr. Smith addressing the people, and Mr. Neale allowing him. He told Neale that he was not acting fairly; and Neale then ordered him into custody, seized him like a tiger, and kicked him, though he did not offer the least resistance.",FALSE,FALSE,FALSE,FALSE,,,,
872051,0.640051067,10,1846-10-24,star,"Eightly—If it is the intention of the Manchester Committee, to change the policy of the Central Committee, it must be done by a change of officers; and to change the officers at a time like the present, would be utter and irretrievable ruin to the working classes, and to the association; and to attempt to change the line of policy which has hitherto been acted upon with such great success, would be the height of folly.  The object of the association is not so much to encourage strikes, as it is to prevent the necessity for them. Its aim is to raise the working classes gradually from their present degrading position; and should the association diverge from its present course, what will be the result? Shall we not be cast backwards, and sink deeper in the gulf of misery, than we were before?  Brothers, rather than send a firebrand through the country to destroy and mar the good feeling that exists in the society, wave your claims till the proper time, and until the association is in trim to meet all demands. Sooner than destroy all, let us rebut local aggressions, by local force, and local assistance. I trust that the friends in Manchester, will re-read the laws and the preamble, when I feel convinced they will see the difficulty of general legislation, without abolishing all the trades bye laws.  Friends, let peace and concord be our aim, and union our motto; and let us be very careful that we neither muddy the stream, nor poison the waters, in our over anxiety for each others welfare. With these remarks,  I beg leave to subscribe myself,",TRUE,FALSE,FALSE,FALSE,,,,
756033,0.593586743,10,1842-08-06,star,"net referred to the evidence of the police, which clearly established the violent character of the crowd. As the Hon. Member for Finsbury had stated that the evidence ought not to be taken, he (Sir J. Graham) would direct the attention of the House to the evidence of a very respectable person, a Mr. Hugh, a watchmaker. His evidence was to the effect that if the police had not interfered a great disturbance of the public peace would have ensued. That was the opinion of a respectable witness. He (the witness) declared that the riot and alarm were excessive. The police, finding that the crowd completely obstructed the highway, that night was coming on, and that there was little or no chance of the multitude dispersing, interfered. Under these circumstances, he did not consider that the police had exercised an unwise discretion. The Hon. Member for Finsbury had alluded to the character of Dr. McDouall. This was not the first time that Dr. McDouall had been engaged at a riotous meeting. After the magistrate had heard the evidence against the prisoner, and before he entered upon his defence, the magistrate said, instead of committing him for trial, he would only bind him over to keep the peace. Dr. McDouall then willingly acquiesced that the case should close, expressed himself perfectly satisfied with the decision of the Bench, and even thanked Mr. Jeremy, the magistrate, for his leniency. When Dr. McDouall was informed that it was not the intention of the magistrate to commit him for trial he expressed himself satisfied. The Doctor immediately entered into recognizances, himself in £50, and two others in £25 each, to keep the peace. It would appear from the observations of the Hon. Member for Finsbury that a novel course had been taken in this matter. He (Sir",TRUE,TRUE,FALSE,FALSE,Riotous meeting,,,
844214,0.515468359,9,1843-11-18,star,"LONDON CORRESPONDENT FOR THE ""NORTHERN STAR.""—Mr. Edmund Stallwood, having been appointed Correspondent for the Metropolis, requests of the sub-Secretaries and others to forward him timely notice of all forthcoming political, trades, and other meetings; that, where possible, he may attend them. Mr. S. will be obliged for all information touching the Chartist cause, and matters of ""news"" in general. All communications to be addressed to Mr. Stallwood, at No. 6, Little Vale Place, Hammersmith; or at Mr. Wheeler's, 243, Temple Bar.  MR. JOHN WEST.—All communications for Mr. West, must be addressed, No. 20, Lambert-street, Sheffield.  ""STARS"" TO IRELAND.—Mr. Green, Vine Yard, Sheffield, acknowledges the receipt of a number of Stars. They have been forwarded to Ireland.  A. B. C.—If the wife makes oath that she has been ill-treated, that she cannot live with her husband, &c., the law will compel him to keep her. What might be the rate of allowance, we cannot say; that would rest with the magistrates.  THOMAS WEBB, STOCKPORT.—We do not see that the party has any right to interfere. Thos. Webb is surely at liberty to visit his friends when he pleases; and, at their request, to collect from them their subscriptions for the society of which they are members. We hope T. Webb will let us know whether the sergeant of police tries to enforce his threat or not.  THOS. CLARK, late of Stockport, but now member of the Executive Committee, London, writes as follows:—",FALSE,FALSE,FALSE,FALSE,,,,
352715,0.539379299,9,1846-05-16,star,"On Thursday a Public Meeting was held in this town to petition Parliament against the Irish Coercion Bill. The meeting took place in the Market Square, and was very numerously attended. Mr. John Barker, a working man, presided, and excellent speeches were delivered by Mesers. Munday, Hollewell, Kerns, Henly, and Mr. T. Clark of the Executive. It is expected that at least ten thousand signatures will be obtained in this town against the atrocious Curlew Bill.",TRUE,TRUE,TRUE,TRUE,public meeting,Market Square,square,
619847,0.561721146,9,1849-02-24,star,"TRANSLATED BY ERNEST JONES;  At present suffering imprisonment in Tothill Fields Dungeon, under a sentence of Two Years' Incarceration, &c., &c., for the ""crime"" of demanding Justice for the People.  Sons of freedom ! break your slumbers, The day of glory's drawing nigh, Against us Tyranny's red numbers Rear their bloody banner high. Rear their bloody banner high. ""Hark !"" hirelings fierce for brutal strife, Far and near sound war's alarms, And outrage in your very arms The hopes—the partners of your life. To arms ! brave citizens ! Array each gallant band ! March on ! march on ! your tyrants' blood Shall drench the thirsty land ! We'll march ! we'll march ! our tyrants' blood Shall drench the thirsty land ! What demand their banded minions ? What dares each despicable king ? Amid the flap of Freedom's pinions, Hear their rusty fetters ring. Hear their rusty fetters ring, For us ? 'Tis but an insult vain, That shall arouse our hearts the more ; We broke their manacles before, We'll dash them into dust again.",TRUE,FALSE,FALSE,FALSE,,,,
1075180,0.526181042,9,1856-06-28,leader,"SALE OF MR. C. J. MARE'S ESTABLISHMENT.—The whole of the extensive establishment of Mr. C. J. Mare, the shipbuilder of Blackwall, is to be sold by auction next month.  THE MISSES SHEARWOOD.—The Misses Elizabeth and Ann Shearwood, who have been in prison for fourteen years for contempt of the Court of Queen's Bench, have been released, through the intercession of Mr. Haldim, M.P.  RAILWAY ACCIDENT.—One of the fore wheels of an engine on the Tunbridge-Wells and Hastings branch of the South-Eastern Railway flew off last Saturday morning, while the train was in motion. The engine continued its course for a few yards, and then fell across the rails, which were torn up for some distance; the carriages were separated, and dashed in various directions, and the driver was killed. Injuries of a slight nature were sustained by the stoker, and by one of the passengers; the rest escaped unhurt.  PRIME MINISTER OF SWEDEN arrived at Dover last Saturday evening.  COLLIERY ACCIDENT.—Eight persons have been killed in a coal-pit belonging to Lord Ward at the Old Park, Dudley. On the morning of Friday week, about thirty labourers, men and boys, went down into the pit to work, and early in the evening twenty of them left, the other ten still remaining in the colliery. Shortly afterwards, two young men descended the shaft with the intention of working in the mine all night. On their arrival in the pit, eight of the remaining ten labourers prepared to leave. They ascended to the usual manner, and had almost reached the top in safety, when, just as the bankman was about to “land” them, the pit chain broke in two, and the men were precipitated to the bottom of the shaft, forty-six yards below. It seems",FALSE,FALSE,FALSE,FALSE,,,,
